original_size,cleaned_size,word_count,formula_count,section_count,figure_count,table_count,citation_count,filename
31435,9443,1833,552,2,0,0,0,00-5-2001.tex
31435,9443,1833,552,2,0,0,0,00-5.TEX
20523,15000,2141,344,2,0,0,0,00-7-2003.tex
20523,15000,2141,344,2,0,0,0,00-7.TEX
9138,3881,609,114,0,0,0,0,01-01-2000.tex
25498,7550,1157,200,0,0,0,0,01-01-2005.tex
25498,7550,1157,200,0,0,0,0,01-01.TEX
14405,6700,1059,243,0,0,0,0,01-02-2000.tex
14405,6700,1059,243,0,0,0,0,01-02.TEX
13711,1714,423,116,0,0,0,2,01-03-2000.tex
13711,1714,423,116,0,0,0,2,01-03.TEX
21870,4777,750,261,0,0,0,0,01-1-1998.tex
7618,2470,415,100,0,0,0,6,01-1-1999.tex
26747,6722,1294,385,3,0,0,23,01-1-2001.tex
17177,3784,703,269,0,0,0,0,01-1-2002.tex
36671,12546,1997,248,3,0,0,0,01-1-2003.tex
24337,6933,1316,384,5,0,0,22,01-1-2004.tex
24337,6933,1316,384,5,0,0,22,01-1.TEX
38070,6744,1055,669,2,0,0,17,01-10-1997.tex
13076,3034,476,194,0,0,0,5,01-10-1998.tex
24196,11450,1988,438,0,0,0,0,01-10-1999.tex
36285,12443,2522,600,3,0,0,0,01-10-2000.tex
29436,6282,1166,384,2,0,0,10,01-10-2001.tex
24232,4802,877,349,0,0,0,0,01-10-2002.tex
20366,4822,862,256,0,0,0,0,01-10-2003.tex
55786,10965,2451,917,5,0,0,34,01-10-2004.tex
49359,18946,3795,798,0,0,0,0,01-10-2005.tex
49359,18946,3795,798,0,0,0,0,01-10.TEX
21085,4754,846,258,2,0,0,14,01-11-1997.tex
11941,2642,484,174,2,0,0,0,01-11-1998.tex
32689,7019,1394,385,0,0,0,0,01-11-1999.tex
34348,8244,1336,229,0,0,0,0,01-11-2000.tex
33234,6543,1037,298,0,0,0,0,01-11-2001.tex
20686,18405,2564,21,0,0,0,0,01-11-2002.tex
45385,11481,2209,580,4,0,0,34,01-11-2003.tex
46596,17498,2765,743,4,0,0,44,01-11-2004.tex
11347,2908,524,227,0,0,0,0,01-11-2005.tex
11347,2908,524,227,0,0,0,0,01-11.TEX
41793,8503,1438,474,6,0,0,15,01-12-1997.tex
24963,7831,1121,254,6,0,0,0,01-12-1998.tex
53234,12701,2192,589,4,0,0,0,01-12-1999.tex
17637,4067,655,221,3,0,0,0,01-12-2000.tex
22866,6215,887,284,4,0,0,0,01-12-2001.tex
32012,16158,2547,533,0,0,0,0,01-12-2002.tex
44267,9016,1944,485,4,0,0,22,01-12-2003.tex
63803,20347,3825,787,5,0,0,0,01-12-2004.tex
63803,20347,3825,787,5,0,0,0,01-12.TEX
12213,3168,480,124,0,0,0,0,01-2-1998.tex
26985,8621,1406,539,0,0,0,15,01-2-1999.tex
29663,8256,1189,306,4,0,0,0,01-2-2001.tex
27995,7047,1161,221,7,0,0,0,01-2-2002.tex
43627,12556,2329,533,4,0,0,0,01-2-2003.tex
21897,4541,795,293,0,0,0,0,01-2-2004.tex
35045,8311,1490,450,0,0,0,0,01-2-2005.tex
35045,8311,1490,450,0,0,0,0,01-2.TEX
21154,5190,1068,340,3,0,0,0,01-3-1998.tex
49852,16483,2745,892,0,0,0,22,01-3-1999.tex
19312,2701,597,152,4,0,0,13,01-3-2001.tex
39925,8882,1424,298,6,0,0,0,01-3-2002.tex
36108,5162,959,339,3,0,0,26,01-3-2003.tex
13966,11832,1664,271,0,0,0,0,01-3-2004.tex
35472,7922,1872,490,3,0,0,0,01-3-2005.tex
35472,7922,1872,490,3,0,0,0,01-3.TEX
70605,19223,4154,959,5,0,0,31,01-4-1997.tex
46755,6772,1572,563,0,0,0,25,01-4-1998.tex
20494,5176,1023,276,2,0,0,0,01-4-1999.tex
50592,10606,2101,899,0,0,0,31,01-4-2000.tex
26155,6394,1072,249,4,0,0,0,01-4-2001.tex
33739,4085,704,314,0,0,0,0,01-4-2002.tex
13761,4246,714,170,4,0,0,0,01-4-2003.tex
29147,3592,607,286,0,0,0,0,01-4-2004.tex
17292,4464,779,269,0,0,0,15,01-4-2005.tex
17292,4464,779,269,0,0,0,15,01-4.TEX
8682,3611,552,87,2,0,0,8,01-5-1997.tex
10980,2689,476,138,0,0,0,10,01-5-1998.tex
36469,10158,1666,238,0,0,0,0,01-5-1999.tex
39895,10694,2148,794,3,0,0,0,01-5-2000.tex
31362,6201,1306,366,0,0,0,0,01-5-2001.tex
38460,8956,1517,301,4,0,0,0,01-5-2002.tex
20071,4665,742,110,0,0,0,0,01-5-2003.tex
31575,5524,1261,443,0,0,0,0,01-5-2004.tex
40457,4699,939,334,4,0,0,15,01-5-2005.tex
40457,4699,939,334,4,0,0,15,01-5.TEX
55893,19720,3821,766,3,0,0,63,01-6-1997.tex
20366,4562,628,182,0,0,0,23,01-6-1998.tex
40470,7535,1282,503,0,0,0,0,01-6-1999.tex
25185,5677,1343,339,0,0,0,0,01-6-2000.tex
25475,4137,790,393,0,0,0,0,01-6-2001.tex
9396,2644,461,152,0,0,0,0,01-6-2002.tex
35177,21683,3268,650,3,0,0,0,01-6-2003.tex
10357,3594,523,111,0,0,0,0,01-6-2004.tex
36796,7902,1720,332,0,0,0,0,01-6-2005.tex
36796,7902,1720,332,0,0,0,0,01-6.TEX
29090,3512,663,326,0,0,0,6,01-7-1997.tex
26630,6739,1274,390,0,0,0,2,01-7-1998.tex
33240,8530,1636,400,2,0,0,0,01-7-1999.tex
8070,1178,233,91,0,0,0,0,01-7-2000.tex
13109,2904,517,173,0,0,0,12,01-7-2001.tex
14818,2471,398,161,0,0,0,0,01-7-2002.tex
39896,16255,2894,1004,0,0,0,19,01-7-2003.tex
29723,5288,922,382,3,0,0,40,01-7-2004.tex
15581,4873,810,177,2,0,0,0,01-7-2005.tex
15581,4873,810,177,2,0,0,0,01-7.TEX
39894,9450,1494,554,4,0,0,19,01-8-1998.tex
23645,4762,853,198,0,0,0,0,01-8-1999.tex
36334,6297,1223,511,7,0,0,0,01-8-2000.tex
18060,3861,770,241,0,0,0,0,01-8-2001.tex
16954,4514,908,242,0,0,0,13,01-8-2002.tex
13111,4319,766,154,3,0,0,0,01-8-2003.tex
25826,6047,1125,397,6,0,0,0,01-8-2004.tex
9826,3136,564,151,0,0,0,0,01-8-2005.tex
9826,3136,564,151,0,0,0,0,01-8.TEX
11913,2846,450,119,0,0,0,4,01-9-1997.tex
34258,4918,880,360,6,0,0,0,01-9-1998.tex
35527,8339,2000,485,4,0,0,0,01-9-1999.tex
19767,5324,1063,363,2,0,0,0,01-9-2000.tex
35365,8560,1719,493,3,0,0,9,01-9-2001.tex
45083,13851,2918,697,9,0,0,19,01-9-2002.tex
11106,8645,1244,208,0,0,0,0,01-9-2003.tex
35260,6969,1357,415,0,0,0,0,01-9-2004.tex
14002,2366,434,153,0,0,0,0,01-9-2005.tex
14002,2366,434,153,0,0,0,0,01-9.TEX
27704,7223,1244,429,0,0,0,9,02-01-2000.tex
63500,13314,2192,485,2,7,0,63,02-01-2005.tex
63500,13314,2192,485,2,7,0,63,02-01.TEX
22285,9057,1493,338,2,0,0,0,02-02-2000.tex
22285,9057,1493,338,2,0,0,0,02-02.TEX
23353,5526,1120,319,0,0,0,0,02-03-2000.tex
23353,5526,1120,319,0,0,0,0,02-03.TEX
32915,7572,1634,354,0,0,0,2,02-1-1998.tex
13446,3172,489,109,0,0,0,6,02-1-1999.tex
50164,8764,1827,542,3,0,1,20,02-1-2001.tex
13142,2543,460,121,0,0,0,0,02-1-2002.tex
26419,4033,737,299,4,0,0,0,02-1-2003.tex
24160,5252,868,223,3,0,0,0,02-1-2004.tex
24160,5252,868,223,3,0,0,0,02-1.TEX
32102,7725,1423,406,0,0,0,8,02-10-1997.tex
36690,11053,2083,486,4,0,0,0,02-10-1999.tex
27062,7118,1233,334,0,0,0,0,02-10-2000.tex
27243,4230,840,303,3,0,0,0,02-10-2001.tex
44830,12521,2203,645,1,0,0,0,02-10-2002.tex
14332,3270,530,91,0,0,0,0,02-10-2003.tex
55163,12123,2424,637,7,0,0,46,02-10-2004.tex
9139,1891,335,116,0,0,0,0,02-10-2005.tex
9139,1891,335,116,0,0,0,0,02-10.TEX
20791,9202,1816,510,0,0,0,16,02-11-1997.tex
19162,5931,1005,207,0,0,0,0,02-11-1998.tex
33268,9765,1534,436,2,0,0,16,02-11-1999.tex
48315,5163,1028,408,3,0,0,8,02-11-2000.tex
8347,1748,276,74,0,0,0,0,02-11-2001.tex
39387,10028,1714,527,5,0,0,0,02-11-2002.tex
34715,9711,1627,547,5,0,0,29,02-11-2003.tex
28592,5207,990,281,0,0,0,27,02-11-2004.tex
30328,9408,1632,314,6,0,0,0,02-11-2005.tex
30328,9408,1632,314,6,0,0,0,02-11.TEX
25268,5003,892,293,3,0,0,7,02-12-1997.tex
36841,10819,1869,493,5,0,0,24,02-12-1998.tex
21224,5087,992,268,3,0,0,13,02-12-1999.tex
18391,4499,833,218,2,0,0,0,02-12-2000.tex
37940,7992,1429,412,3,0,0,0,02-12-2001.tex
42577,13013,2097,477,6,0,0,40,02-12-2002.tex
33400,6857,1230,261,3,0,0,0,02-12-2003.tex
40356,12091,2389,517,5,0,0,0,02-12-2004.tex
40356,12091,2389,517,5,0,0,0,02-12.TEX
24339,5746,1052,326,0,0,0,0,02-2-1998.tex
24665,6269,1301,403,3,0,0,13,02-2-1999.tex
22759,6525,1299,381,0,0,0,0,02-2-2001.tex
25622,8045,1156,292,4,0,0,0,02-2-2002.tex
28669,4818,823,296,0,0,0,0,02-2-2003.tex
33915,9842,1948,613,2,0,0,0,02-2-2004.tex
64326,17177,2991,805,0,0,0,0,02-2-2005.tex
64326,17177,2991,805,0,0,0,0,02-2.TEX
21437,9580,1383,136,0,0,0,0,02-3-1998.tex
18285,3608,570,178,0,0,0,3,02-3-1999.tex
29549,6401,1475,386,3,0,0,8,02-3-2001.tex
26590,8558,1480,379,4,0,0,15,02-3-2002.tex
16124,4660,700,185,0,0,0,0,02-3-2003.tex
25103,4874,939,307,3,0,0,4,02-3-2004.tex
34612,5676,1187,393,0,0,0,0,02-3-2005.tex
34612,5676,1187,393,0,0,0,0,02-3.TEX
41417,5554,1008,303,1,0,0,9,02-4-1997.tex
9067,2999,506,174,0,0,0,7,02-4-1998.tex
21648,10580,1840,468,0,0,0,9,02-4-1999.tex
32092,5029,951,369,3,0,0,0,02-4-2000.tex
15222,3215,561,180,0,0,0,6,02-4-2001.tex
30066,9902,1763,392,3,0,0,0,02-4-2003.tex
16644,4373,654,173,0,0,0,0,02-4-2004.tex
36239,5465,971,218,6,0,0,36,02-4-2005.tex
36239,5465,971,218,6,0,0,36,02-4.TEX
37804,6281,1144,370,2,0,0,18,02-5-1997.tex
15603,6006,969,171,4,0,0,0,02-5-1998.tex
58886,14232,3078,812,6,0,0,0,02-5-1999.tex
19867,6219,932,257,0,0,0,14,02-5-2000.tex
32517,10358,1771,481,4,0,0,0,02-5-2001.tex
33964,8433,1762,697,0,0,0,0,02-5-2002.tex
47944,14440,2620,617,5,0,0,0,02-5-2003.tex
41299,11595,2257,596,0,0,0,0,02-5-2004.tex
30075,7745,1510,414,5,0,0,35,02-5-2005.tex
30075,7745,1510,414,5,0,0,35,02-5.TEX
29250,9650,1937,477,2,0,0,3,02-6-1997.tex
33335,9381,1590,513,7,0,0,0,02-6-1998.tex
14128,5093,837,279,0,0,0,4,02-6-1999.tex
21101,3527,542,179,2,0,0,0,02-6-2000.tex
34539,8934,1448,502,4,0,0,21,02-6-2001.tex
27095,5223,1027,310,3,0,0,55,02-6-2002.tex
41275,17591,3600,739,4,0,0,20,02-6-2003.tex
22473,4314,701,203,3,0,0,0,02-6-2004.tex
60143,12340,1984,613,7,0,0,28,02-6-2005.tex
60143,12340,1984,613,7,0,0,28,02-6.TEX
9798,3604,572,86,0,0,0,10,02-7-1997.tex
20270,4618,879,254,4,0,0,0,02-7-1998.tex
37251,8544,1471,490,2,0,0,1,02-7-1999.tex
14223,3826,638,157,0,0,0,0,02-7-2000.tex
24299,6826,1141,201,7,0,0,0,02-7-2001.tex
19383,4847,771,155,0,0,0,0,02-7-2002.tex
27622,7686,1308,289,3,0,0,15,02-7-2003.tex
39068,10324,1763,396,3,0,0,0,02-7-2004.tex
66579,14388,3093,834,0,0,0,0,02-7-2005.tex
66579,14388,3093,834,0,0,0,0,02-7.TEX
37221,8974,2202,517,4,0,0,16,02-8-1997.tex
28023,9427,1521,413,3,0,0,12,02-8-1998.tex
27219,7961,1237,300,0,0,0,0,02-8-1999.tex
10145,2077,354,117,0,0,0,5,02-8-2000.tex
32784,6333,1139,410,0,0,0,0,02-8-2001.tex
17480,4389,751,242,0,0,0,0,02-8-2002.tex
50910,15547,3500,1051,0,0,0,0,02-8-2003.tex
50533,9326,1734,506,2,0,0,0,02-8-2004.tex
22739,3809,692,218,6,0,0,0,02-8-2005.tex
22739,3809,692,218,6,0,0,0,02-8.TEX
13529,3490,550,163,3,0,0,12,02-9-1997.tex
21950,6413,1198,356,3,0,0,0,02-9-1998.tex
13066,10653,1386,53,2,0,0,0,02-9-1999.tex
19705,5092,801,189,2,0,0,15,02-9-2000.tex
28120,10503,2232,586,0,0,0,0,02-9-2001.tex
29098,5188,1084,490,4,0,0,9,02-9-2002.tex
12215,3313,533,180,0,0,0,4,02-9-2003.tex
19261,6251,1104,235,0,0,0,16,02-9-2004.tex
44360,6219,1256,376,2,0,0,0,02-9-2005.tex
44360,6219,1256,376,2,0,0,0,02-9.TEX
44697,8283,1743,634,2,0,0,0,02a-10--1.tex
44697,8283,1743,634,2,0,0,0,02a-10.tex
35333,2661,459,287,1,0,0,0,02A-11--1.tex
35333,2661,459,287,1,0,0,0,02A-11.TEX
21320,16243,2225,322,0,0,0,0,03-01-2000.tex
21679,7247,1203,262,3,0,0,12,03-01-2005.tex
21679,7247,1203,262,3,0,0,12,03-01.TEX
20269,7684,1219,183,3,0,0,0,03-02-2000.tex
20269,7684,1219,183,3,0,0,0,03-02.TEX
14134,3930,656,170,0,0,0,0,03-03-2000.tex
14134,3930,656,170,0,0,0,0,03-03.TEX
18915,4962,777,190,2,0,0,0,03-1-1998.tex
29635,10287,1750,313,0,0,0,30,03-1-1999.tex
38412,6732,1256,381,3,0,0,0,03-1-2001.tex
14996,4164,744,218,5,0,0,20,03-1-2002.tex
30117,6033,1051,290,3,0,0,18,03-1-2003.tex
22047,7194,1091,228,4,0,0,0,03-1-2004.tex
22047,7194,1091,228,4,0,0,0,03-1.TEX
20792,3368,662,292,0,0,0,22,03-10-1997.tex
26391,4903,830,284,0,0,0,16,03-10-1998.tex
13704,8713,1256,271,0,0,0,0,03-10-1999.tex
46022,13828,2661,654,3,0,0,0,03-10-2000.tex
47571,14367,2190,605,0,0,0,54,03-10-2001.tex
44186,8414,1491,451,3,0,0,0,03-10-2002.tex
52603,6104,1074,516,3,0,0,0,03-10-2003.tex
47456,20385,3095,791,6,0,0,82,03-10-2004.tex
52723,14719,3001,784,2,0,0,21,03-10-2005.tex
52723,14719,3001,784,2,0,0,21,03-10.TEX
23997,7001,1346,434,0,0,0,3,03-11-1997.tex
23900,5329,938,306,4,0,0,6,03-11-1998.tex
16226,6298,1193,303,0,0,0,25,03-11-1999.tex
30991,7014,1465,393,0,0,0,0,03-11-2000.tex
16344,5716,1111,287,0,0,0,0,03-11-2001.tex
22626,10282,1656,447,2,0,0,0,03-11-2002.tex
46647,7088,1319,492,0,0,0,0,03-11-2003.tex
60774,15590,3036,869,6,0,0,43,03-11-2004.tex
42173,20075,3102,585,3,0,0,0,03-11-2005.tex
42173,20075,3102,585,3,0,0,0,03-11.TEX
31463,8124,1412,371,7,0,0,17,03-12-1997.tex
20998,4424,882,308,3,0,0,5,03-12-1998.tex
39356,8529,1598,491,5,0,0,19,03-12-1999.tex
20922,7683,1263,243,5,0,0,19,03-12-2000.tex
40787,10707,2080,500,3,0,0,0,03-12-2001.tex
22041,9927,1298,173,3,0,0,0,03-12-2002.tex
32813,6115,1170,403,3,0,0,0,03-12-2003.tex
33962,10155,2168,554,5,0,0,29,03-12-2004.tex
33962,10155,2168,554,5,0,0,29,03-12.TEX
10921,1539,244,103,0,0,0,0,03-2-1998.tex
33010,6049,1125,318,3,0,0,37,03-2-1999.tex
49829,9824,1881,586,6,0,0,24,03-2-2001.tex
12110,3201,519,168,3,0,0,0,03-2-2002.tex
41485,11119,2277,629,3,0,0,0,03-2-2003.tex
28686,4258,740,379,2,0,0,0,03-2-2004.tex
14798,6768,1221,244,0,0,0,0,03-2-2005.tex
14798,6768,1221,244,0,0,0,0,03-2.TEX
38742,11956,2010,586,4,0,0,0,03-3-1998.tex
34457,7926,1619,444,3,0,0,7,03-3-1999.tex
18891,5995,901,198,0,0,0,12,03-3-2001.tex
32699,6310,1064,345,4,0,0,0,03-3-2002.tex
31575,6131,1117,466,3,0,0,14,03-3-2003.tex
44986,12164,2518,758,0,0,0,0,03-3-2004.tex
26099,5517,949,226,0,0,0,0,03-3-2005.tex
26099,5517,949,226,0,0,0,0,03-3.TEX
61839,14942,3017,964,3,0,0,60,03-4-1997.tex
16103,3425,581,169,0,0,0,0,03-4-1998.tex
15562,6066,904,190,0,0,0,0,03-4-2000.tex
34786,16238,3079,843,2,0,0,0,03-4-2001.tex
12287,1840,299,116,3,0,0,6,03-4-2002.tex
34256,10378,2016,421,4,0,0,23,03-4-2003.tex
37725,7676,1389,488,7,0,0,0,03-4-2004.tex
43517,11248,2116,546,5,0,0,0,03-4-2005.tex
43517,11248,2116,546,5,0,0,0,03-4.TEX
8446,2574,373,58,0,1,0,3,03-5-1997.tex
36279,15568,2979,684,0,0,0,35,03-5-1998.tex
20816,5622,863,137,3,0,0,17,03-5-1999.tex
12268,3953,701,213,2,0,0,3,03-5-2000.tex
22148,7242,1485,425,0,0,0,0,03-5-2001.tex
23407,5128,819,169,0,0,0,0,03-5-2002.tex
30110,5100,901,324,0,0,0,0,03-5-2003.tex
35062,15101,2814,658,3,0,0,0,03-5-2004.tex
60618,7416,1331,498,6,0,0,54,03-5-2005.tex
60618,7416,1331,498,6,0,0,54,03-5.TEX
19650,5795,1011,226,6,0,0,12,03-6-1997.tex
30862,15268,2148,311,6,0,0,15,03-6-1998.tex
29510,14336,2074,329,3,0,0,0,03-6-1999.tex
21539,3584,688,310,4,0,0,0,03-6-2000.tex
26020,6027,1188,321,3,0,0,0,03-6-2001.tex
46826,13538,2397,519,6,0,0,0,03-6-2002.tex
15493,5568,830,143,3,0,0,0,03-6-2003.tex
22281,6756,1080,346,3,0,0,22,03-6-2004.tex
39611,12841,2872,741,4,0,0,0,03-6-2005.tex
39611,12841,2872,741,4,0,0,0,03-6.TEX
7104,1276,218,81,0,0,0,4,03-7-1997.tex
35697,12106,1927,579,3,0,0,5,03-7-1998.tex
23457,7643,1595,388,3,0,0,0,03-7-1999.tex
41027,9223,1873,575,6,0,0,0,03-7-2000.tex
39679,8917,1467,385,7,0,0,0,03-7-2001.tex
37713,12550,2813,405,5,0,0,0,03-7-2003.tex
17892,4817,858,272,3,0,0,0,03-7-2004.tex
17345,3878,632,152,0,0,0,0,03-7-2005.tex
17345,3878,632,152,0,0,0,0,03-7.TEX
23586,8349,1424,337,0,0,0,12,03-8-1997.tex
26950,10553,1808,410,3,0,0,1,03-8-1998.tex
18976,2516,462,144,0,0,0,0,03-8-1999.tex
26674,7034,1199,316,0,0,0,0,03-8-2000.tex
30348,5789,952,300,3,0,0,20,03-8-2001.tex
28715,5716,902,301,3,0,0,0,03-8-2002.tex
28775,5767,1127,365,4,0,0,14,03-8-2003.tex
51822,14810,2435,529,7,0,0,0,03-8-2004.tex
37089,9519,1440,284,6,0,0,0,03-8-2005.tex
37089,9519,1440,284,6,0,0,0,03-8.TEX
13089,2826,482,165,0,0,0,8,03-9-1997.tex
33558,8285,1360,382,0,0,0,0,03-9-1998.tex
42199,12887,2492,588,5,0,0,17,03-9-1999.tex
16550,5623,1109,315,0,0,0,0,03-9-2000.tex
10544,2725,434,104,0,0,0,0,03-9-2001.tex
50860,13833,3007,1006,0,0,0,0,03-9-2002.tex
19375,4357,747,252,0,0,0,0,03-9-2003.tex
24713,17174,2531,467,0,0,0,0,03-9-2004.tex
37464,11491,2577,782,3,0,0,0,03-9-2005.tex
37464,11491,2577,782,3,0,0,0,03-9.TEX
23485,7120,1011,212,0,0,0,0,03A-11-2000.tex
47713,12235,2619,859,6,0,0,20,03A-11-2001.tex
47713,12235,2619,859,6,0,0,20,03A-11.TEX
40969,6560,1206,428,0,0,0,0,04-01-2000.tex
29002,12579,1870,249,3,0,0,0,04-01-2005.tex
29002,12579,1870,249,3,0,0,0,04-01.TEX
43784,11749,2228,759,3,0,0,0,04-02-2000.tex
43784,11749,2228,759,3,0,0,0,04-02.TEX
12491,1042,214,86,0,0,0,0,04-03-2000.tex
12491,1042,214,86,0,0,0,0,04-03.TEX
11948,1629,256,71,0,0,0,0,04-1-1998.tex
21754,6319,1155,328,2,0,0,4,04-1-1999.tex
52664,17790,3600,907,3,0,0,18,04-1-2001.tex
13451,3979,803,187,0,0,0,2,04-1-2002.tex
26899,5493,850,185,0,4,0,15,04-1-2003.tex
17086,5331,945,246,0,0,0,0,04-1-2004.tex
17086,5331,945,246,0,0,0,0,04-1.TEX
17711,11324,1656,307,0,0,0,12,04-10-1997.tex
30271,8314,1645,531,0,0,0,22,04-10-1998.tex
12961,2694,485,131,0,0,0,0,04-10-1999.tex
62327,13332,2751,1020,6,0,0,0,04-10-2000.tex
25772,6636,1461,387,0,0,0,13,04-10-2001.tex
25783,9128,1444,370,4,0,0,0,04-10-2002.tex
40414,8117,1466,479,3,0,0,0,04-10-2003.tex
51710,18391,3554,1060,8,0,0,30,04-10-2004.tex
63919,18916,3424,927,0,0,0,0,04-10-2005.tex
63919,18916,3424,927,0,0,0,0,04-10.TEX
41545,12975,2744,864,0,0,0,11,04-11-1997.tex
34265,8561,1768,487,4,0,0,0,04-11-1998.tex
34041,6194,1097,371,5,0,0,0,04-11-2001.tex
11601,3768,636,136,0,0,0,7,04-11-2002.tex
22075,3122,613,233,4,0,0,0,04-11-2003.tex
31109,7368,1572,590,2,0,0,12,04-11-2004.tex
21526,3153,577,145,0,0,0,0,04-11-2005.tex
21526,3153,577,145,0,0,0,0,04-11.TEX
37758,7526,1353,398,4,1,1,15,04-12-1997.tex
42009,12204,2623,652,3,0,0,0,04-12-1998.tex
16767,6762,1171,238,0,0,0,0,04-12-1999.tex
19897,8823,1308,269,4,0,0,7,04-12-2000.tex
28750,7359,1158,285,6,0,0,0,04-12-2001.tex
32422,8268,1505,432,6,0,0,0,04-12-2002.tex
46795,7849,1599,765,3,0,0,9,04-12-2003.tex
34278,14441,2583,519,2,0,0,0,04-12-2004.tex
34278,14441,2583,519,2,0,0,0,04-12.TEX
37685,16682,2580,568,3,0,0,11,04-2-1998.tex
47339,13443,2223,612,3,0,0,13,04-2-1999.tex
20810,4273,715,328,0,0,0,0,04-2-2001.tex
44284,7847,1535,460,7,0,0,0,04-2-2002.tex
30337,8216,1338,365,3,0,0,0,04-2-2003.tex
43145,6365,1328,428,0,0,0,0,04-2-2004.tex
36914,5730,1148,326,0,0,0,0,04-2-2005.tex
36914,5730,1148,326,0,0,0,0,04-2.TEX
24691,8153,1438,429,0,0,0,0,04-3-1998.tex
21127,4601,873,303,0,0,0,0,04-3-1999.tex
23889,9867,1425,187,4,0,0,0,04-3-2001.tex
12445,5051,899,246,0,0,0,2,04-3-2002.tex
14174,4186,682,213,2,0,0,0,04-3-2003.tex
39461,6890,1280,413,0,0,0,12,04-3-2004.tex
16667,5194,823,138,0,0,0,0,04-3-2005.tex
16667,5194,823,138,0,0,0,0,04-3.TEX
57526,10440,2290,588,4,0,0,22,04-4-1997.tex
34080,8545,1708,620,3,0,0,0,04-4-1998.tex
14075,4108,875,224,0,0,0,0,04-4-1999.tex
21731,3637,652,280,5,0,0,7,04-4-2000.tex
15360,4616,943,301,2,0,0,0,04-4-2001.tex
17767,3264,579,191,0,0,0,0,04-4-2002.tex
47541,6276,988,475,4,0,0,0,04-4-2003.tex
38679,8451,1436,598,0,0,0,0,04-4-2004.tex
25441,5560,986,401,2,0,0,0,04-4-2005.tex
25441,5560,986,401,2,0,0,0,04-4.TEX
29855,9044,1876,644,0,0,0,25,04-5-1997.tex
16932,4399,801,253,2,0,0,0,04-5-1998.tex
15753,4957,848,169,3,0,0,16,04-5-1999.tex
27221,6197,1229,327,6,0,0,0,04-5-2000.tex
22100,6711,1262,274,0,0,0,0,04-5-2001.tex
16182,5929,906,206,0,0,0,0,04-5-2002.tex
40901,7508,1317,445,4,0,0,0,04-5-2003.tex
13489,3924,629,156,0,0,0,0,04-5-2004.tex
29310,10151,1898,306,0,0,0,6,04-5-2005.tex
29310,10151,1898,306,0,0,0,6,04-5.TEX
14946,3571,585,169,0,0,0,7,04-6-1997.tex
31208,4697,872,275,6,0,0,54,04-6-1998.tex
38671,12973,2382,631,6,0,0,0,04-6-2000.tex
14465,8221,1147,175,0,0,0,0,04-6-2001.tex
41311,11454,2170,821,4,0,0,0,04-6-2002.tex
35807,14990,2809,746,5,0,0,34,04-6-2003.tex
29184,5849,998,314,3,0,0,0,04-6-2004.tex
51624,17285,2922,497,4,0,0,65,04-6-2005.tex
51624,17285,2922,497,4,0,0,65,04-6.TEX
26190,9157,1658,459,0,0,0,43,04-7-1997.tex
18850,3249,540,233,0,0,0,5,04-7-1998.tex
42986,8636,1725,699,3,0,0,0,04-7-1999.tex
32785,6410,1267,487,2,0,0,0,04-7-2000.tex
13716,3966,664,198,0,0,0,9,04-7-2001.tex
24995,3175,584,190,0,0,0,12,04-7-2002.tex
35216,8747,1574,372,0,0,0,0,04-7-2003.tex
61089,18255,3440,776,5,0,0,19,04-7-2004.tex
30110,11677,2444,659,0,0,0,0,04-7-2005.tex
30110,11677,2444,659,0,0,0,0,04-7.TEX
20817,5246,1043,260,4,0,0,23,04-8-1997.tex
18646,3716,663,207,0,0,0,11,04-8-1998.tex
29531,8114,1775,522,0,0,0,27,04-8-1999.tex
25612,7365,1583,336,2,0,0,0,04-8-2000.tex
29967,9308,1975,531,0,0,0,0,04-8-2001.tex
32792,10602,2174,607,2,0,0,43,04-8-2002.tex
36825,12452,2840,562,3,0,0,2,04-8-2003.tex
29271,4155,838,349,0,0,0,0,04-8-2004.tex
40324,9847,1875,632,0,0,0,0,04-8-2005.tex
40324,9847,1875,632,0,0,0,0,04-8.TEX
42350,12268,1957,391,7,0,0,0,04-8a-2002.tex
42350,12268,1957,391,7,0,0,0,04-8a.tex
12653,3488,622,202,0,0,0,6,04-9-1997.tex
7779,1537,236,67,0,0,0,1,04-9-1998.tex
26373,10105,1925,626,0,0,0,0,04-9-1999.tex
22440,9100,1486,301,3,0,0,0,04-9-2000.tex
26271,6586,1169,265,0,0,0,0,04-9-2001.tex
38244,5723,1122,420,5,0,0,0,04-9-2002.tex
17589,7835,1378,340,0,0,0,0,04-9-2003.tex
62582,16691,3210,778,5,0,0,33,04-9-2004.tex
31070,8332,1447,345,0,0,0,15,04-9-2005.tex
31070,8332,1447,345,0,0,0,15,04-9.TEX
19074,3209,600,277,0,0,0,0,05-01-2000.tex
40388,11017,1925,486,0,0,0,13,05-01-2005.tex
40388,11017,1925,486,0,0,0,13,05-01.TEX
38283,13652,2353,488,5,0,0,0,05-02-2000.tex
38283,13652,2353,488,5,0,0,0,05-02.TEX
13248,2709,448,127,0,0,0,0,05-03-2000.tex
13248,2709,448,127,0,0,0,0,05-03.TEX
28964,4729,900,308,4,0,0,0,05-1-1998.tex
44155,11677,2110,675,2,0,0,11,05-1-1999.tex
17928,2237,347,191,0,0,0,0,05-1-2001.tex
